x,y,cat
-7.80273,2.81581,1
-11.8021,4.88821,1
-4.61347,4.6031,1
-9.85187,4.66,1
-7.62495,2.75937,1
-8.32795,6.87899,1
-6.09055,4.12165,1
-7.06474,10.1062,1
-5.94108,4.97735,1
-8.86926,5.64101,1
-9.82114,6.919,1
-8.84071,7.05087,1
-6.68535,7.6247,1
-8.15092,2.66587,1
-9.65789,6.60361,1
-6.81152,9.65444,1
-7.3676,6.67638,1
-8.82635,5.2464,1
-4.29483,7.25265,1
-10.8155,6.28807,1
-8.40934,4.25153,1
-9.16867,2.95347,1
-7.63089,3.73243,1
-6.35072,5.26271,1
-4.78757,5.74197,1
-8.40552,5.74807,1
-5.87378,4.81576,1
-10.5085,5.43698,1
-7.91134,8.59697,1
-3.79084,5.09396,1
-7.81958,6.88965,1
-9.29825,3.58622,1
-8.66438,6.61068,1
-10.1494,5.36839,1
-8.17273,6.72078,1
-6.60867,6.20038,1
-4.5501,4.7968,1
-8.02447,5.29561,1
-8.49307,6.94024,1
-5.93433,3.55282,1
-9.41823,5.18462,1
-9.36587,3.03415,1
-7.18996,1.59533,1
-7.37503,6.24831,1
-7.36536,4.3544,1
-3.30913,2.62973,1
-9.22609,3.09385,1
-7.01138,6.30175,1
-8.77551,7.95014,1
-5.96334,5.42926,1
-9.55932,4.882,1
-6.83546,5.95073,1
-9.19797,5.29375,1
-7.37545,4.09369,1
-8.15445,1.1105,1
-6.33694,6.69395,1
-9.91522,6.66923,1
-6.18868,4.95778,1
-9.6192,7.59217,1
-5.96214,6.65968,1
-6.40678,4.43905,1
-4.03077,4.84425,1
-7.86968,8.31111,1
-6.2567,2.76037,1
-10.8147,5.11877,1
-10.3877,3.15058,1
-8.13019,7.95997,1
-7.2962,4.44373,1
-4.87265,2.24947,1
-6.81813,3.96978,1
-5.37195,6.84883,1
-5.51155,8.33548,1
-7.50906,6.64774,1
-10.3743,3.05761,1
-8.14604,6.39555,1
-8.91821,7.63568,1
-3.94995,6.12686,1
-4.81998,3.88006,1
-2.58055,-5.30416,1
-3.86157,-8.83323,1
0.47629,-5.4861,2
-1.4141,-5.21807,1
-0.210983,-10.4128,1
-1.54412,-8.65462,1
-0.10442,-4.76662,1
-0.817253,-8.68087,1
1.76267,-9.33422,2
-1.47375,-11.7093,1
2.97503,-7.61082,2
-4.6322,-6.8219,1
-2.16431,-9.70711,1
-0.898532,-8.53781,1
-0.284916,-6.30642,1
-0.331891,-9.11729,1
-2.16093,-8.64092,1
-4.85664,-6.79126,1
-2.2779,-6.85487,1
-0.573625,-11.6187,1
-1.81498,-8.13384,1
-0.584185,-8.20322,1
-0.348315,-7.01503,1
-5.40922,-7.49751,1
-0.140536,-11.2109,2
-0.760654,-10.8969,1
-2.84603,-7.55696,1
-7.02057,-13.4931,1
-0.615695,-8.91118,1
-2.6841,-6.22169,1
-1.15296,-7.80515,1
-0.7391,-7.96596,1
0.443513,-6.80104,2
-2.74156,-6.45933,1
-5.68181,-6.58138,1
-1.62438,-9.96744,1
-0.683031,-6.60482,1
-1.78424,-7.77217,1
-1.80693,-8.74415,1
-3.86815,-5.97323,1
-1.71998,-9.989,1
-0.525285,-9.73732,1
-0.523361,-9.10003,1
-0.204057,-8.97165,1
-1.67679,-6.29136,1
-2.75939,-8.62779,1
1.32485,-5.36545,2
0.249232,-7.43671,2
-2.72518,-6.0091,1
-4.6427,-11.344,1
-1.99165,-7.28267,1
-1.01969,-11.0338,1
-1.59234,-4.8982,1
-3.21689,-7.0498,1
0.186055,-12.7163,2
-2.04332,-8.52015,1
-3.39009,-6.23694,1
-1.81193,-8.02917,1
-0.621721,-9.72341,1
-3.20178,-9.15617,1
-3.26525,-7.491,1
-1.05242,-12.0471,1
-3.96566,-5.00583,1
-0.298209,-5.60753,1
3.75833,-13.3528,2
1.56386,-5.79295,2
-0.267056,-8.1818,1
2.42241,-9.80054,2
-1.08797,-10.7491,1
-1.12772,-11.1251,1
6.38977,-6.44585,2
-4.91465,-7.14599,1
-2.27433,-10.4353,1
-0.937514,-9.07256,1
0.774814,-10.096,2
0.155797,-10.404,2
-0.0422979,-3.84036,1
-4.1384,-10.0102,1
-0.706385,-6.58171,1
-5.11994,-8.10527,1
-1.22505,-7.40582,1
-1.10224,-7.08594,1
-0.464567,-6.06972,1
-2.48343,-8.64088,1
-5.88714,-6.67925,1
-0.685778,-10.6046,1
-0.738405,-5.62769,1
0.358898,-6.8246,2
-2.44264,-11.2087,1
0.658285,-7.87983,2
-4.88898,-5.4466,1
-1.40299,-6.79108,1
0.0531931,-6.97151,1
-2.40345,-6.35154,1
-4.35418,-8.19584,1
-2.92593,-7.65743,1
-1.26757,-5.04154,1
-3.20092,-9.1208,1
-3.14868,-7.24062,1
0.714105,-9.10545,2
-3.93246,-1.13365,1
-2.85699,-1.367,1
-6.40818,0.302855,1
-5.34203,-1.32497,1
-4.6964,-0.843829,1
-1.29388,0.0844513,1
-3.18469,-1.19255,1
-2.64281,-1.12589,1
-1.57992,-2.71343,1
-7.03144,-0.955781,1
-4.23448,1.50228,1
-3.82717,2.64468,1
-4.77291,-1.09356,1
-7.33066,0.630545,1
-4.35647,-1.4485,1
-3.15487,-0.0654229,1
-3.18576,-1.44788,1
-3.63432,-3.8067,1
-4.31333,-4.06412,1
-2.81414,0.216668,1
-2.68799,-1.58447,1
-3.91769,-2.79136,1
-5.43734,1.49845,1
-2.80756,0.757409,1
-3.92022,-1.5132,1
-6.38479,-0.231396,1
-0.22493,-0.549911,1
-5.02081,1.29956,1
-5.006,0.975463,1
-4.21174,1.05443,1
-8.78475,-4.4828,1
-2.34611,-3.16747,1
-3.63315,1.01843,1
-1.1225,-0.77198,1
-3.67389,-4.76875,1
-0.985092,-4.70977,1
-4.95718,-2.32104,1
-2.50922,-1.00303,1
-4.17102,-3.95072,1
-2.73892,1.88982,1
-3.56332,0.246245,1
0.0329667,-0.759927,1
-4.02795,-3.68505,1
-0.596772,-0.487298,1
-3.947,-2.23007,1
-8.9222,-5.10123,1
-3.81419,0.184598,1
-1.7151,-4.84529,1
-4.7661,-2.7771,1
-5.63789,-0.973834,1
-1.96937,-4.03143,1
-3.33812,-0.930514,1
-6.02315,-1.20331,1
-4.93243,-1.94688,1
-2.92724,1.8902,1
-6.06731,1.26148,1
-1.33807,1.0278,1
0.269014,1.20437,1
-1.71916,1.44256,1
-2.0803,0.11596,1
-0.410454,0.260317,1
-2.47246,-0.963127,1
-3.525,-0.602189,1
-2.61913,-1.71188,1
-4.24173,1.05929,1
-3.54183,-2.687,1
-1.94374,-2.64065,1
-7.35749,0.228181,1
-4.61308,-5.40702,1
-3.00402,-0.483463,1
-2.12554,-2.46969,1
-6.58695,0.163798,1
-2.22962,1.51628,1
-3.64285,-0.075364,1
-5.0333,1.20055,1
-4.41566,-1.61701,1
-2.36176,0.200071,1
-4.67797,2.39758,1
-1.80229,-4.25186,1
-3.70178,-2.35147,1
-5.67494,-1.71354,1
-4.46604,-3.27315,1
-1.66248,-2.40433,1
-2.08251,-2.50746,1
-3.47638,-0.198417,1
-1.62409,-2.47459,1
-2.78012,0.363743,1
-3.80043,1.74093,1
-4.86732,1.30288,1
-2.43843,-4.34298,1
-4.91246,2.33267,1
-5.0756,-0.897078,1
-2.83514,-2.76441,1
-3.63399,-2.33483,1
-6.36427,0.00654593,1
-3.33458,3.83006,1
-2.8266,-0.480355,1
-5.69415,-0.408091,1
-6.17196,0.144725,1
-2.87114,-2.94956,1
-3.09942,1.31798,1
-1.21037,0.555859,1
-4.35316,2.40948,1
-0.955599,9.54416,1
-1.97614,4.97301,1
-5.35324,4.68868,1
-1.21101,5.40966,1
-0.844549,6.28869,1
-3.37945,4.74024,1
-0.387636,4.55254,1
-2.96954,-0.000790168,1
-3.84615,6.09241,1
-1.81454,0.120321,1
-3.71558,2.01258,1
-2.55854,6.58672,1
-2.31553,3.22287,1
-0.42103,0.337583,1
-2.6263,0.607675,1
-2.76626,3.90333,1
-2.74328,2.55852,1
-4.32277,5.18882,1
-0.0717412,3.77271,1
-2.55186,4.54487,1
1.30557,4.15098,1
-2.0957,3.15537,1
-2.18151,4.12208,1
-3.62138,3.65202,1
-2.37555,2.22419,1
-0.229092,4.33303,1
-0.723353,5.4833,1
0.341565,3.92937,1
-4.04985,7.28403,1
-4.39061,5.45829,1
-1.01093,-1.24409,1
-1.19947,3.06567,1
-5.15171,7.16009,1
-2.86617,6.23306,1
-2.50633,4.3336,1
-2.6278,3.94834,1
-3.98481,7.27314,1
1.87247,2.29107,1
-0.751204,9.3326,1
-1.48933,2.41179,1
-2.91589,4.78036,1
-1.277,3.55115,1
-2.35714,-0.832901,1
1.9724,5.57367,1
-1.20521,6.93668,1
0.0986853,0.506727,1
-2.97973,6.60601,1
-3.82292,7.88684,1
1.12433,0.412718,1
-3.01294,1.82347,1
-1.34449,3.70131,1
-0.436696,5.5199,1
-2.88473,3.12848,1
-3.36407,2.95101,1
-4.35445,4.72232,1
-4.31662,6.57116,1
-1.44278,3.52667,1
-4.34046,4.54869,1
2.13902,5.63825,1
-4.76408,4.61878,1
-1.78728,4.34037,1
-2.24012,1.96066,1
0.990788,4.31826,1
-3.41331,5.08912,1
-1.18656,3.74769,1
0.385226,8.35443,1
-1.24528,5.40411,1
-2.95236,1.41715,1
-3.0208,9.52561,1
-6.3247,3.83093,1
-1.03882,3.55907,1
-3.31448,4.7817,1
-2.30393,1.41245,1
-2.44791,4.55348,1
-0.484979,5.93922,1
-2.89661,4.47547,1
0.563988,2.0862,1
-6.10667,3.66167,1
1.86142,6.53231,1
1.1873,3.24512,1
-1.215,4.58451,1
2.03797,-2.08399,1
-3.75341,3.22905,1
-0.585753,0.522652,1
-3.75367,4.70467,1
-0.873758,3.78576,1
-2.55614,4.50111,1
-3.62794,2.35823,1
1.3839,2.33786,1
-3.4804,3.90809,1
-2.99676,3.3715,1
-5.12126,2.21708,1
-2.45588,4.40064,1
-1.79009,4.88167,1
-3.41,3.31268,1
-0.50627,8.87487,1
-4.27078,5.79986,1
-1.61993,7.83217,1
-2.67492,3.97844,1
-6.20938,3.98205,1
-2.46616,5.77784,1
0.0409988,3.28523,1
0.949112,2.87853,1
1.96545,6.41246,1
-3.77367,9.15699,1
-6.60573,5.01514,1
-5.49129,5.33863,1
-1.8976,6.72208,1
-0.304566,7.26472,1
-0.589602,6.52421,1
-3.21376,4.81459,1
-5.48478,4.72751,1
-1.9008,6.85576,1
-2.17075,4.54572,1
-2.3588,4.18525,1
0.836292,3.30318,1
-3.02261,1.17959,1
-3.12965,6.49533,1
0.199096,4.01428,1
-0.590754,4.23915,1
-2.32614,8.51656,1
-3.49716,4.58683,1
0.641799,3.80596,1
-3.35489,4.04187,1
-2.06675,7.25117,1
-2.03016,2.25124,1
-4.7212,8.36575,1
-0.18405,-1.62245,1
-2.931,3.82311,1
-4.09948,5.41705,1
-0.420244,4.88696,1
-6.73831,7.54739,1
-1.81473,3.11712,1
-8.75935,5.27352,1
-1.31998,5.39822,1
-3.7555,6.32145,1
-3.54169,6.48827,1
-0.228934,9.10012,1
-0.513832,10.6437,1
-2.93672,8.39545,1
-2.93034,2.47866,1
-3.98544,2.47544,1
-3.04448,4.48048,1
-3.56734,10.0402,1
-3.10029,4.68867,1
-0.851449,4.74713,1
-2.6159,4.53123,1
-0.912512,6.97647,1
-2.05362,3.96942,1
-2.75,5.42519,1
-2.47166,5.58056,1
-0.767849,5.88958,1
-3.25825,5.99558,1
-4.45129,4.85958,1
0.246792,5.66399,1
-0.975865,3.64086,1
-2.18408,8.84581,1
-3.91855,1.30729,1
-2.36356,4.85756,1
-1.27654,7.00733,1
-1.22252,4.47203,1
-3.63091,7.48366,1
-1.38731,4.90653,1
-0.132325,4.08671,1
-5.29655,6.26074,1
-3.78401,3.54573,1
-5.51891,4.1173,1
-5.38678,6.57028,1
-2.16057,3.60858,1
-3.66821,4.92367,1
-0.369118,7.94944,1
-0.199015,6.66109,1
-2.18047,4.3533,1
-3.46454,5.53161,1
-4.70385,9.41962,1
-2.32858,3.13053,1
-3.00848,7.73156,1
0.638531,7.0128,1
-3.76402,1.27229,1
-4.12361,5.11521,1
-4.37996,5.62149,1
-5.28188,9.73247,1
-0.578821,6.38165,1
-1.03359,5.63614,1
0.0200293,7.11,1
-3.46161,7.24851,1
-3.96391,1.77424,1
-5.87482,9.71323,1
-4.2331,5.74952,1
-3.94451,6.04983,1
-5.23829,4.13945,1
0.95719,3.65641,1
-4.90139,4.29538,1
-3.45857,4.85788,1
-2.84806,8.76588,1
-1.07602,2.46052,1
-4.55718,1.67612,1
1.56212,-8.30301,2
-0.248277,-7.70941,1
0.998287,-8.33827,2
1.26116,-6.54856,2
1.4613,-6.7057,2
-2.93821,-11.5629,1
1.22113,-9.27527,2
2.80457,-9.69323,2
3.73273,-6.26171,2
0.00253329,-8.26796,2
1.27762,-6.29037,2
-2.86719,-3.40365,1
-0.864497,-8.98698,1
-1.22826,-9.03756,1
2.68513,-7.68721,2
2.01052,-6.08543,2
2.47536,-9.15381,2
-0.219613,-8.70641,1
4.5196,-8.10092,2
3.13933,-8.68467,2
2.26443,-7.87555,2
-1.03049,-6.1284,1
4.24943,-7.06668,2
-0.134251,-7.99793,1
3.42944,-9.68567,2
5.91385,-7.17829,2
2.74727,-7.85961,2
1.77618,-9.22105,2
7.14851,-6.41728,2
-1.55575,-7.01248,1
-2.55305,-10.4258,1
0.616357,-6.20486,2
1.29003,-10.1605,2
0.989918,-6.70303,2
3.65526,-10.574,2
-0.151036,-6.79553,1
-1.57748,-8.93967,1
-0.846526,-10.4251,1
0.232395,-6.75688,2
-2.2011,-7.33343,1
-0.898448,-7.1448,1
-0.934581,-5.74839,1
-0.24272,-8.62913,1
2.02223,-5.40153,2
4.66192,-3.9159,2
-0.985964,-8.14634,1
-1.52225,-9.67886,1
-2.07953,-9.28919,1
-0.798834,-9.62017,1
4.16621,-10.2719,2
3.713,-8.85955,2
1.43139,-4.33147,2
-0.112077,-11.9505,2
-0.205649,-8.75619,1
0.355065,-7.35067,2
2.62124,-4.46215,2
1.21778,-8.29528,2
0.193435,-10.5429,2
4.93246,-6.95203,2
2.04574,-4.11147,2
-0.387883,-8.51067,1
2.02015,-7.56103,2
2.09462,-9.11502,2
2.87772,-9.11535,2
2.20298,-7.07784,2
2.99986,-3.76008,2
-1.36211,-6.04201,1
-0.424158,-4.14484,1
1.69094,-6.11755,2
2.32285,-7.05454,2
2.34521,-6.86489,2
1.19868,-7.2031,2
2.33077,-8.75141,2
0.921752,-8.45431,2
2.38341,-11.8519,2
1.07553,-7.11981,2
1.98527,-8.89123,2
-2.19918,-9.60092,1
3.79597,-11.9434,2
0.850972,-8.44951,2
-1.02112,-9.89402,1
0.225081,-10.6702,2
2.1583,-7.7874,2
0.104369,-6.91804,2
2.15898,-5.29179,2
1.60157,-7.6524,2
2.53972,-12.2456,2
-0.771416,-8.45438,1
0.145846,-6.45615,2
-4.59282,-4.89113,1
1.46645,-4.17553,2
-0.105289,-7.53164,1
-0.172522,-4.34176,1
-3.52403,-9.69963,1
0.341319,-5.38059,2
-0.122396,-9.74604,2
3.20521,-10.3577,2
6.87539,-4.2054,2
0.816488,-7.10545,2
-0.883709,-7.84606,1
3.06689,0.168122,1
1.25586,0.348433,1
3.46925,-0.926485,1
2.03919,1.10213,1
2.3763,-0.10622,1
0.694439,-2.60231,1
6.81436,-0.467662,1
1.8817,-2.37775,1
2.32376,-1.9202,1
2.56977,-3.99978,2
0.57277,-0.210468,1
1.39398,-2.09677,1
-0.370804,2.71614,1
0.617979,-0.840177,1
-0.556206,-0.843707,1
4.16125,-5.22821,2
2.85986,0.7574,1
6.50385,0.0433738,1
4.43311,0.89911,1
1.28017,-0.965295,1
2.45672,0.250065,1
2.01879,-4.87838,2
0.779399,-0.609391,1
-1.41872,-0.389845,1
3.64146,2.61354,1
-3.19663,-3.28229,1
4.85131,1.7105,1
3.16287,3.52152,1
4.06208,0.828638,1
4.54845,-0.580554,1
5.40353,-0.224204,1
2.15992,-1.96621,1
1.7143,0.248929,1
2.12084,2.49529,1
0.337323,0.881237,1
2.77629,0.90742,1
5.5847,-3.18687,1
2.612,-2.49814,1
7.1707,-0.0497979,1
1.32137,-4.32715,2
3.62395,-1.26366,1
4.79591,0.965154,1
1.30779,2.07364,1
4.49894,0.922299,1
3.65947,0.89823,1
6.70156,-1.98775,1
2.29589,-0.205422,1
2.89275,0.686688,1
-1.02033,-0.427562,1
1.67742,-2.91816,2
3.76997,1.78394,1
4.04811,3.41173,1
3.29839,-1.93094,1
3.27062,1.13439,1
4.53133,3.78714,1
0.832143,-2.93186,2
3.92912,0.245223,1
0.869047,0.0244855,1
4.41915,-0.40285,1
2.54779,1.67558,1
0.353388,-1.71515,1
2.92658,1.24471,1
3.97822,-0.847574,1
0.0206841,-0.868679,1
2.70548,0.378585,1
0.0121683,-1.81878,1
-1.79756,-0.30517,1
3.07403,-3.09519,1
1.26421,2.15383,1
0.789574,-2.5558,1
2.46381,-0.355947,1
1.10608,-0.319237,1
2.7259,-1.01049,1
-0.152868,-0.690461,1
0.807446,1.73301,1
0.534001,-1.22232,1
3.47921,1.44953,1
1.28097,-0.988188,1
4.76179,1.62874,1
3.32772,0.165971,1
6.55894,-1.4741,1
1.04675,-0.127649,1
3.14523,0.150494,1
2.33342,-0.56864,1
1.76032,1.35035,1
1.24436,3.60448,1
0.293931,-1.2092,1
1.8113,-3.26095,2
4.97389,4.0861,1
5.1486,1.20634,1
0.803657,-0.452286,1
3.75848,-0.816791,1
3.77826,-0.464519,1
1.92351,1.40824,1
5.38665,-2.19743,1
1.15609,-2.02943,1
0.670931,-3.84774,2
3.49985,1.18769,1
2.93323,2.30737,1
-0.558828,2.29312,1
-0.00589838,2.25732,1
-1.53491,2.09667,1
1.83466,-0.65596,1
3.03823,3.37489,1
1.83432,0.762443,1
1.13045,1.09692,1
3.81376,5.6137,1
-0.120641,3.37845,1
1.26363,4.20377,1
0.345815,5.3099,1
0.767745,4.26137,1
1.89507,3.23635,1
0.852761,0.262331,1
0.32531,-1.1063,1
-2.62751,2.44726,1
2.9167,1.44918,1
1.0188,2.28034,1
-0.623635,0.889622,1
2.51659,-0.644858,1
1.1405,6.0479,1
0.90555,3.27149,1
0.733728,4.18127,1
2.5017,1.71893,1
1.35397,3.21451,1
-0.361536,4.73172,1
2.01155,0.934354,1
2.60425,2.39885,1
4.43838,1.18714,1
-2.982,2.9596,1
0.0619744,-0.558217,1
1.97022,3.10021,1
1.92694,3.25028,1
2.84545,2.62075,1
1.96525,3.87523,1
1.96662,1.15439,1
5.2115,3.29863,1
4.39209,2.40098,1
0.130465,4.80571,1
-0.91084,4.4364,1
-0.406404,0.395766,1
1.82434,3.42177,1
3.02815,1.85634,1
-1.72837,0.790485,1
-1.63397,3.26367,1
1.3561,0.99252,1
2.90921,4.83186,1
-1.6665,3.04694,1
-0.0774638,5.54035,1
2.54426,3.78126,1
1.89071,0.522382,1
-0.84208,-0.212898,1
4.56955,2.45385,1
6.49525,2.50449,1
0.574095,2.91743,1
1.44554,2.25709,1
